id,paper_id,question_no,question_part,question,diagram,diagram_url,diagram_desc,topic,marks_total,created_at,updated_at
2132,p_c9960cd31bc895190,29,NULL,"The range of a set of numbers is $15\\frac{1}{4}$

The smallest number is $-2\\frac{7}{8}$

Work out the largest number.",0,NULL,NULL,253,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2133,p_c9960cd31bc895190,30,NULL,"$y$ is inversely proportional to $x$.

Complete the table. {table:4}",0,NULL,NULL,267,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2134,p_c9960cd31bc895190,31,NULL,"A large rectangle is made by joining three identical small rectangles as shown. {diagram:12}

The perimeter of one small rectangle is $15$ cm

Work out the perimeter of the large rectangle.",0,NULL,NULL,224,4,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2135,p_c9960cd31bc895190,32,NULL,"Put these numbers in order from smallest to largest.

$6 \\times 10^{-4}$   $4 \\times 10^{-2}$  $6 \\times 10^{-4}$   $0.07$",0,NULL,NULL,211,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2136,p_7aa7a63038ad775e8,1,NULL,"Which type of angle is the largest?
Circle your answer.
{list:1}",0,NULL,NULL,189,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2137,p_7aa7a63038ad775e8,2,NULL,"Solve {formula:1}
Circle your answer.
{list:2}",0,NULL,NULL,190,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2138,p_7aa7a63038ad775e8,3,NULL,"Work out
{formula:2}
Circle your answer.
{list:3}",0,NULL,NULL,191,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2139,p_7aa7a63038ad775e8,4,NULL,"Circle the calculation which works out half of {formula:3}
{list:4}",0,NULL,NULL,192,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2140,p_7aa7a63038ad775e8,5,a,"Work out
{formula:4}",0,NULL,NULL,193,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2141,p_7aa7a63038ad775e8,5,b,"Work out
{formula:5}",0,NULL,NULL,194,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2142,p_7aa7a63038ad775e8,6,NULL,"Five points are plotted on a centimetre grid.

The points are five of the vertices of a hexagon.
Each side of the hexagon has the same length.
Work out one possible pair of coordinates of the other vertex.
Answer __________ (__________ , __________)",0,NULL,NULL,195,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2143,p_7aa7a63038ad775e8,7,NULL,"Amy and Brad each have some money.
Carly has no money.
Amy gives £7 to Carly.
Brad gives £5 to Carly.
Now they all have the same amount of money.
How much money did Amy have to begin with?
Answer £__________",0,NULL,NULL,196,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2144,p_7aa7a63038ad775e8,8,a,"A game is played $50$ times.
The vertical line chart shows the winning scores.
{diagram:1}
Write down the mode.
Answer __________",0,NULL,NULL,197,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2145,p_7aa7a63038ad775e8,8,b,"The game is played again.
Use the chart to estimate the probability that the winning score is {formula:6}
Answer __________",0,NULL,NULL,198,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2146,p_7aa7a63038ad775e8,8,c,"Use the chart to estimate the probability that the winning score is {formula:7} or more.
Answer __________",0,NULL,NULL,198,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2147,p_7aa7a63038ad775e8,9,a,"Write down all the factors of {formula:8}
Answer __________",0,NULL,NULL,199,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2148,p_7aa7a63038ad775e8,9,b,"Work out the lowest common multiple (LCM) of {formula:9} and {formula:10}
Answer __________",0,NULL,NULL,200,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2149,p_7aa7a63038ad775e8,10,a,"Coaches take people to a festival.
Each coach can take $50$ people.
From one city there are $820$ people.
How many coaches are needed?
Answer __________",0,NULL,NULL,201,3,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2150,p_7aa7a63038ad775e8,10,b,"From a different city $13$ coaches are needed.
Each coach costs £$450$ to hire.
Work out the total cost of hiring $13$ coaches.
Answer £__________",0,NULL,NULL,202,3,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2151,p_7aa7a63038ad775e8,11,NULL,"Here is a triangle on a square dotty grid.
{diagram:2}
{diagram:3}
On the grid below, show how you can make a parallelogram with two of these triangles.",0,NULL,NULL,203,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2152,p_7aa7a63038ad775e8,11,NULL,"{diagram:4}
On the grid below, show how you can make a trapezium with three of these triangles.",0,NULL,NULL,203,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2153,p_7aa7a63038ad775e8,11,NULL,"{diagram:5}
On the grid below, show how you can make a rhombus with four of these triangles.",0,NULL,NULL,203,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2154,p_7aa7a63038ad775e8,12,NULL,"Work out {formula:11} of {formula:12}
Answer __________",0,NULL,NULL,204,3,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2155,p_7aa7a63038ad775e8,13,NULL,"In a game the average score was $50$
Tom's score was $\\frac{5}{2}$ of the average.
Circle Tom's score.
{list:5}",0,NULL,NULL,192,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2156,p_7aa7a63038ad775e8,14,NULL,"Here is a cuboid.
{diagram:6}
Work out the volume.
Answer __________ $\\text{cm}^{3}$",0,NULL,NULL,205,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2157,p_7aa7a63038ad775e8,15,NULL,"Circle the shape that has a uniform cross section.
{list:6}",0,NULL,NULL,203,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2158,p_7aa7a63038ad775e8,16,a,"Here is a map showing points A and B.
{diagram:7}
Kemal wants to measure the bearing of A from B.
He draws two lines and measures the angle between them.
{diagram:8}
Kemal says that the bearing of A from B is $100^{\\circ}$
Is his method correct?
Giv",0,NULL,NULL,206,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2159,p_7aa7a63038ad775e8,16,b,"On a different map, the bearing of D from C is $045^{\\circ}$
Nina says,
'D is North West of C.'
Is Nina correct?
Give a reason for your answer.",0,NULL,NULL,206,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2160,p_7aa7a63038ad775e8,16,c,"This map shows an airport, E, on an island.
Scale: $1$ cm represents $100$ km
{diagram:9}
A plane flies due South from the airport.
How far does it fly until it reaches the sea?
Answer __________ km",0,NULL,NULL,207,3,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2161,p_7aa7a63038ad775e8,17,a,"Simplify fully $56:24$
Answer __________ : __________",0,NULL,NULL,208,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2162,p_7aa7a63038ad775e8,17,b,"Write the ratio $5:4$ in the form $n:1$
Answer __________ : __________",0,NULL,NULL,209,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2163,p_7aa7a63038ad775e8,17,c,"Share £$180$ in the ratio $1:9$
Answer £__________ and £__________",0,NULL,NULL,196,2,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2164,p_7aa7a63038ad775e8,18,NULL,"Here is some data about the people listening to a radio station one day.
{table:1}
Compare the data for people aged $40$ or under with the data for people aged $41$ or over.
Make three comparisons.",0,NULL,NULL,210,3,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2165,p_7aa7a63038ad775e8,19,NULL,"You are given that {formula:13}
{formula:14}",0,NULL,NULL,190,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2166,p_7aa7a63038ad775e8,19,a,"Write down the value of
{formula:15}",0,NULL,NULL,190,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2167,p_7aa7a63038ad775e8,19,b,"Write down the value of
{formula:16}",0,NULL,NULL,190,1,"2025-04-01 19:20:09","2025-04-01 19:20:09"
2168,p_7aa7a63038ad775e8,19,c,"You are given that {formula:17} and {formula:18}
Write an expression in $a, b$ and $c$ that is equal to {formula:19}
Give your answer in its simplest form.
You <b>must</b> show your working.
Answer __________",0,NULL,NULL,190,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2169,p_7aa7a63038ad775e8,20,a,"Write $0.00097$ in standard form.
Answer __________",0,NULL,NULL,211,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2170,p_7aa7a63038ad775e8,20,b,"Work out
$\\frac{3 \\times 10^{5}}{4 \\times 10^{3}}$
Give your answer as an ordinary number.",0,NULL,NULL,211,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2171,p_7aa7a63038ad775e8,21,a,"Anna plays a game with an ordinary, fair dice.
If she rolls $1$ she wins.
If she rolls $2$ or $3$ she loses.
If she rolls $4, 5$ or $6$ she rolls again.
When she has to roll again,
if she rolls an odd number she wins
if she rolls an even number she l",0,NULL,NULL,212,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2172,p_7aa7a63038ad775e8,21,b,"Is Anna more likely to win or to lose?
You <b>must</b> work out the probability that she wins.",0,NULL,NULL,212,4,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2173,p_7aa7a63038ad775e8,22,NULL,"Three friends arrive at a party.
Their arrival increases the number of people at the party by $20\\%$
In total, how many people are now at the party?
Answer __________",0,NULL,NULL,213,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2174,p_7aa7a63038ad775e8,23,NULL,"Work out the value of
$(3^{12} \\div 3^{5}) \\div (3^{2} \\times 3)$",0,NULL,NULL,214,3,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2175,p_7aa7a63038ad775e8,24,a,"{formula:20}
Which of these is equal to $b$?
Circle your answer.
{list:7}",0,NULL,NULL,215,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2176,p_7aa7a63038ad775e8,24,b,"{formula:21}
Which of these is equal to $d$?
Circle your answer.
{list:8}",0,NULL,NULL,215,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2177,p_7aa7a63038ad775e8,25,NULL,"A shaded semicircle is inside a circle as shown.
{diagram:11}
The radius of the circle is $10$ cm
The diameter of the semicircle is $8$ cm
How many times bigger is the unshaded area than the shaded area?
Answer __________",0,NULL,NULL,216,4,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2178,p_7aa7a63038ad775e8,26,NULL,"The number of items, $n$, made in $1$ hour by a machine is given by
{formula:22}
$t$ is the time in minutes the machine takes to make one item.
The value of $t$ changes for different types of item.",0,NULL,NULL,217,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2179,p_7aa7a63038ad775e8,26,a,"On the grid below, draw the graph of
{formula:23} for values of $t$ from $1$ to $4$
{diagram:12}",0,NULL,NULL,217,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2180,p_7aa7a63038ad775e8,26,b,"The machine takes $3$ minutes $30$ seconds to make one item.
Use your graph to estimate the value of $n$.
Answer __________",0,NULL,NULL,217,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2181,p_7aa7a63038ad775e8,27,NULL,"Rearrange
{formula:24} to make $y$ the subject.
Answer __________",0,NULL,NULL,215,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2182,p_7aa7a63038ad775e8,28,NULL,"Multiply out and simplify
{formula:25}
Answer __________",0,NULL,NULL,218,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2183,p_c089244e1b3863424,1,a,"Here is a number line.

{diagram:1}

What number is at X?

Answer __________",1,NULL,"A number line from 0 to 40, with labelled points 0, 20, X, and 40",207,1,"2025-04-01 19:20:10","2025-04-06 10:46:59"
2184,p_c089244e1b3863424,1,b,"Here is a different number line.
{diagram:2}
What number is at Y?
Answer __________",1,NULL,"A number line from -6 to 6, with labelled points -6, Y, 0, and 6.",207,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2185,p_c089244e1b3863424,2,NULL,"Match each expression on the left with the simplified expression on the right.
One has been done for you.
{diagram:3}",1,NULL,"Matching pairs of expressions.",268,4,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2186,p_c089244e1b3863424,3,gen,"Here are some shapes.
Each shape has an area of six square centimetres.
{diagram:4}",1,NULL,"A grid with shapes A, B, C, D, E, and F, each composed of squares.",259,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2187,p_c089244e1b3863424,3,a,"Which has the bigger perimeter, shape A or shape B?
You {underline:must} show the lengths of both perimeters.
Answer __________",0,NULL,NULL,224,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2188,p_c089244e1b3863424,3,b,"Which shape is congruent to shape A?
Answer __________",0,NULL,NULL,269,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2189,p_c089244e1b3863424,3,c,"Which two shapes fit together to make a rectangle?
Answer __________ and __________",0,NULL,NULL,203,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2190,p_c089244e1b3863424,3,d,"On this grid draw a reflection of shape C.
Show your mirror line.
{diagram:5}",1,NULL,"A grid with shape C drawn on it.",265,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2191,p_c089244e1b3863424,4,gen,"Points P and Q are shown on the grid.
{diagram:6}",1,NULL,"A coordinate grid with the points P and Q plotted.",195,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2192,p_c089244e1b3863424,4,a,"Write down the coordinates of P.
Answer (__________, __________)",0,NULL,NULL,195,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2193,p_c089244e1b3863424,4,b,"Angle PQR is a right angle.
Work out possible coordinates for R.
Answer (__________, __________)",0,NULL,NULL,195,1,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2194,p_c089244e1b3863424,5,a,"A shop sells bottles of orange juice.
Each bottle costs $75$p
Work out the greatest number of bottles that can be bought with $£5$
Answer __________",0,NULL,NULL,194,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2195,p_c089244e1b3863424,5,b,"Two shops sell bottles of apple juice.
{diagram:7}
At which shop is it cheaper to buy $24$ bottles?
Show working to support your answer.
Answer __________",1,NULL,"Image of shop x and shop z bottles.",213,4,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2196,p_c089244e1b3863424,6,NULL,"A game has four cards labelled A, B, C and D.
Ellie picks two of the cards at random.
Complete the list of the six possible pairs of cards she could pick.
{diagram:8}",1,NULL,"A table with rows to be filled with letter pairs.",238,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2197,p_c089244e1b3863424,7,a,"Complete the boxes using
two {underline:different} even numbers
and
two {underline:different} odd numbers.
{diagram:9}",1,NULL,"Four boxes with addition and subtraction signs to complete.",193,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2198,p_c089244e1b3863424,7,b,"Complete the boxes using
a factor of $12$
and
a factor of $40$
{diagram:10}",1,NULL,"Two boxes and minus 30 to complete.",199,2,"2025-04-01 19:20:10","2025-04-01 19:20:10"
2199,p_c089244e1b3863424,7,c,"Complete the boxes using
a square number
and
a prime number.
{diagram:11}",1,NULL,"Two boxes to complete with division and subtraction.",252,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2200,p_c089244e1b3863424,8,gen,"$93$ people were asked if they played online games one day.
The frequency tree shows some information about their answers.
{diagram:12}",1,NULL,"A partially completed frequency tree for playing online games.",270,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2201,p_c089244e1b3863424,8,a,"$75\\%$ of the people who answered Yes played one game.
Complete the frequency tree.",0,NULL,NULL,198,3,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2202,p_c089244e1b3863424,8,b,"One of the $93$ people is chosen at random.
P(used social media) is more than $0.68$
What is the {underline:smallest} possible number of people who used social media?
Answer __________",0,NULL,NULL,198,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2203,p_c089244e1b3863424,9,a,"The cost of a TV streaming service is
$£6$ per month for the first $4$ months
then
$£11$ per month for the rest of the year.
Work out the {underline:total} cost for the year.
Answer $£$ __________",0,NULL,NULL,202,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2204,p_c089244e1b3863424,9,b,"A TV series has ten episodes.
Nine episodes are each $50$ minutes long.
One episode is $1$ hour $42$ minutes long.
Work out the total length of the series.
Give your answer in hours and minutes.
Answer __________ hours __________ minutes",0,NULL,NULL,193,3,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2205,p_c089244e1b3863424,10,a,"There are $1020$ books in a box.
$\\frac{2}{5}$ of the books are blue.
How many are blue?
Answer __________",0,NULL,NULL,271,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2206,p_c089244e1b3863424,10,b,"There are green pens and red pens in the box.
The ratio of green : red is $4:3$
What fraction of the pens are green?
Answer __________",0,NULL,NULL,209,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2207,p_c089244e1b3863424,10,c,"There are some calculators in the box.
$220$ are scientific.
$30$ are not.
What percentage of the calculators are scientific?
Answer __________ %",0,NULL,NULL,272,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2208,p_c089244e1b3863424,11,gen,"Here is a Venn diagram.
$\\xi = 60$ people
H = people who own a gaming headset
W = people who own a smart watch
{diagram:13}",1,NULL,"A Venn diagram showing the number of people owning different items.",245,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2209,p_c089244e1b3863424,11,a,"$15$ of the people own a smart watch.
Complete the Venn diagram.",0,NULL,NULL,245,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2210,p_c089244e1b3863424,11,b,"One of the $60$ people is chosen at random.
What is the probability that they own {underline:both} a gaming headset and a smart watch?
Answer __________",0,NULL,NULL,273,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2211,p_c089244e1b3863424,11,c,"Marek is going to buy a gaming headset that costs $£35$
He already has $£19$
He plans to save the rest in two equal amounts over the next two weeks.
He uses this method to work out in pounds how much to save each week.
$35-19 \\div 2$
What is wrong w",0,NULL,NULL,227,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2212,p_c089244e1b3863424,12,NULL,"Kai says that $3:2$ is an equivalent ratio to $9:6$
Jo says that $1.5:1$ is an equivalent ratio to $9:6$
Who is correct?
Tick {underline:one} box.
{list:2}
Give reasons for your answer.",0,NULL,NULL,274,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2213,p_c089244e1b3863424,13,NULL,"$28$ is increased by $25\\%$
$40$ is decreased by $15\\%$
Which answer is bigger?
Show how you decide.
Answer __________",0,NULL,NULL,213,4,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2214,p_c089244e1b3863424,14,NULL,"Factorise $12a + 15b$
Answer __________",0,NULL,NULL,256,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2215,p_c089244e1b3863424,15,NULL,"Write down all the integers that satisfy the inequality
$-3 < x < 2$
Answer __________",0,NULL,NULL,275,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2216,p_c089244e1b3863424,16,NULL,"A linear sequence starts
$7$   $10$   $13$   $16$
Work out an expression for the nth term of the sequence.
Answer __________",0,NULL,NULL,242,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2217,p_c089244e1b3863424,17,NULL,"Jess saves $2$p, $5$p and $10$p coins.
She has
{list:3}
Work out total value of $2$p coins : total value of $5$p coins
Give your answer in its simplest form.
Answer __________ : __________",0,NULL,NULL,196,4,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2218,p_c089244e1b3863424,18,gen,"In a game,
{list:4}
The score is the dice number substituted into the spinner expression.",0,NULL,NULL,225,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2219,p_c089244e1b3863424,18,a,"Complete the table to show all of the possible scores.
{table:1}",0,NULL,NULL,276,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2220,p_c089244e1b3863424,18,b,"A player wins the game if their score is $10$ or more.
Work out the probability that they win the game.
Answer __________",0,NULL,NULL,198,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2221,p_c089244e1b3863424,18,c,"The game is played $711$ times.
Estimate the number of games that are won.
Answer __________",0,NULL,NULL,222,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2222,p_c089244e1b3863424,19,a,"Part of a regular polygon is shown.
{diagram:14}
Assume that the polygon is an octagon.
Work out the size of angle x.
Answer __________ $^{\\circ}$",1,NULL,"A diagram showing part of a polygon with an exterior angle marked as 'x'.",277,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2223,p_c089244e1b3863424,19,b,"In fact, the polygon has {underline:more} sides than an octagon.
What does this mean about the size of angle x ?
Tick {underline:one} box.
{list:5}",0,NULL,NULL,277,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2224,p_c089244e1b3863424,20,NULL,"Write down the translation vector that maps shape A onto shape B.
{diagram:15}
Answer __________",1,NULL,"A coordinate grid with shape A and B plotted.",243,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2225,p_c089244e1b3863424,21,NULL,"Volume of a sphere = $\\frac{4}{3} \\pi r^{3}$
A bowl is a hemisphere with radius $12$ cm
{diagram:16}
Water is poured into the bowl
at a rate of $325$ cm$^{3}$ per second
for $8$ seconds.
Does the water fill more than $70\\%$ of the bowl?
You {under",1,NULL,"A hemisphere with a radius of 12 cm.",278,4,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2226,p_c089244e1b3863424,22,NULL,"Show that these two rectangles are similar.
{diagram:17}",1,NULL,"Two rectangles with different side lengths, labelled with lengths.",258,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2227,p_c089244e1b3863424,23,NULL,"A factory packs x boxes of teabags per hour.
Each box contains $80$ teabags.
Show that the factory packs $\\frac{4x}{3}$ teabags per minute.",0,NULL,NULL,220,2,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2228,p_07f468f6ea7568474,1,NULL,"How many minutes are there in $3\frac{1}{2}$ hours?\nCircle your answer. {list:1}",0,NULL,NULL,219,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2229,p_07f468f6ea7568474,2,NULL,"Work out $\\frac{1}{4} + 0.5$\nCircle your answer. {list:2}",0,NULL,NULL,220,1,"2025-04-01 19:20:11","2025-04-01 19:20:11"
2230,p_07f468f6ea7568474,3,NULL,"Which of these shapes has the most sides?\nCircle your answer. {list:3}",0,NULL,NULL,203,1,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2231,p_07f468f6ea7568474,4,NULL,"Solve $x-3=0$\nCircle your answer. {list:4}",0,NULL,NULL,190,1,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2232,p_07f468f6ea7568474,5,NULL,"Work out $58 \\times 73$",0,NULL,NULL,202,3,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2233,p_07f468f6ea7568474,6,a,"$500$ people are asked if they drink coffee.\n$\\frac{9}{10}$ say Yes.\n$20\%$ of the people who say Yes drink at least three cups each day.\nComplete the frequency tree. {diagram:1}",1,NULL,"A frequency tree showing the distribution of coffee drinkers among 500 people.",221,4,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2234,p_07f468f6ea7568474,6,b,"What fraction of the $500$ people drink at least three cups of coffee each day?\nGive your answer in its simplest form.",0,NULL,NULL,198,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2235,p_07f468f6ea7568474,7,NULL,"By rounding each number to the nearest $10$,\nestimate the answer to $\\frac{61 \\times 47}{102}$\nYou <b>must</b> show your working.",0,NULL,NULL,222,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2236,p_07f468f6ea7568474,8,NULL,"Nadia has £$5$ to buy pencils and rulers.\n{table:1}\nShe says,\n\I will buy $15$ pencils.\nThen I will buy as many rulers as possible.\nWith my change I will buy more pencils.\\nHow many pencils and how many rulers does she buy?",0,NULL,NULL,219,6,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2237,p_07f468f6ea7568474,9,NULL,"Work out $25.68 + 12$",0,NULL,NULL,193,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2238,p_07f468f6ea7568474,10,NULL,"Work out $\\frac{3}{8} \\times 11$\nGive your answer as a mixed number.",0,NULL,NULL,223,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2239,p_07f468f6ea7568474,11,NULL,"A triangle has perimeter $32$ cm\n{diagram:2}\nA square has perimeter $40$ cm\n{diagram:3}\nTwo sides of the shapes are put together to make a pentagon.\n{diagram:4}",1,NULL,"The diagrams show a triangle with perimeter 32 cm, a square with perimeter 40 cm, and a pentagon formed by combining a side of the triangle with a side of the square.",224,4,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2240,p_07f468f6ea7568474,12,a,"A football team has $P$ points.\n{formula:2}\n$W$ is the number of wins\n$D$ is the number of draws\nA team has $6$ wins and $2$ draws.\nHow many points does the team have?",0,NULL,NULL,225,1,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2241,p_07f468f6ea7568474,12,b,"After $33$ games a different team has $53$ points.\n$11$ games were draws.\nHow many games has this team lost?",0,NULL,NULL,226,4,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2242,p_07f468f6ea7568474,13,NULL,"{formula:1}\nMake the following calculations correct.\nUse only the symbols $+$, $-$, $\\times$, $\\div$ and $(~)$",0,NULL,NULL,227,3,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2243,p_07f468f6ea7568474,14,a,"A number is picked at random from the first four <b>prime</b> numbers.\nA number is picked at random from the first four <b>square</b> numbers.\nThe two numbers are added to get a score.\nComplete the table. {table:2}",0,NULL,NULL,198,4,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2244,p_07f468f6ea7568474,14,b,"What is the probability that the score is a <b>prime</b> number?",0,NULL,NULL,198,1,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2245,p_07f468f6ea7568474,15,NULL,"In a school show,\ngirls : boys = $1:1$\ngirls who sing : girls who do not sing = $1:2$\n$8$ girls <b>sing</b> in the show.\nHow many students are in the show altogether?",0,NULL,NULL,196,3,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2246,p_07f468f6ea7568474,16,a,"$P$ and $Q$ are points on the line {formula:4}\nComplete the coordinates of $P$ and $Q$.",0,NULL,NULL,217,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2247,p_07f468f6ea7568474,16,b,"Draw the line {formula:4} for values of $x$ from $-3$ to $3$\n{diagram:5}",1,NULL,"The diagram shows a coordinate plane with x-axis from -3 to 3 and y-axis. An empty graph has to be plotted to represent the given linear equation.",217,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2248,p_07f468f6ea7568474,17,NULL,"Circle the expression which does <b>not</b> simplify to $y^3$ {list:5}",0,NULL,NULL,228,1,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2249,p_07f468f6ea7568474,18,NULL,"Write the number six million five thousand two hundred in standard form.",0,NULL,NULL,229,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2250,p_07f468f6ea7568474,19,a,"Use $8$ km/h = $5$ mph to convert $96$ km/h to mph",0,NULL,NULL,230,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2251,p_07f468f6ea7568474,19,b,"$x$ km/h = $y$ mph\nUse $8$ km/h = $5$ mph to write a formula for $y$ in terms of $x$.",0,NULL,NULL,215,2,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2252,p_07f468f6ea7568474,20,NULL,"Here is a circle touching a square.\n{diagram:6}\nThe area of the square is $64 \\text{ cm}^2$\nWork out the area of the circle.\nGive your answer in terms of $\\pi$.",1,NULL,"The diagram depicts a circle perfectly inscribed within a square.",216,3,"2025-04-01 19:20:12","2025-04-01 19:20:12"
2253,p_07f468f6ea7568474,21,NULL,"Billy wants to buy these tickets for a show.\n$4$ adult tickets at £$15$ each\n$2$ child tickets at £$10$ each\nA $10\\%$ booking fee is added to the ticket price.\n$3\\%$ is then added for paying by credit card.\nWork out the <b>total</b> charge for",0,NULL,NULL,213,5,"2025-04-01 19:20:12","2025-04-01 19:20:12"
